"disease_ontology_id_version","ndd_phenotype"
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:151600_2",0
"MONDO:0005258",1
"MONDO:0001071",1
"OMIM:612998",0
"OMIM:610743",0
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:616368",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:604145",0
"OMIM:613765",0
"OMIM:608807",0
"OMIM:611705",0
"OMIM:603689",0
"OMIM:600334",0
"OMIM:618050",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:600919_1",0
"MONDO:0001071",1
"MONDO:0005258",1
"OMIM:617520",1
"MONDO:0005071",1
"OMIM:618512",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:614653",0
"OMIM:615425",0
"MONDO:0001071",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:166260",0
"OMIM:613319",0
"OMIM:611307",0
"MONDO:0005258",1
"OMIM:617788",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:605115",0
"OMIM:177735",0
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:613735",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0700096_1",0
"MONDO:0005258",1
"OMIM:611040",0
"OMIM:609549",0
"OMIM:617101",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:146700_2",0
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:613954",0
"MONDO:0005258",1
"MONDO:0001071",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:617450",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:616944",1
"MONDO:0005258",1
"OMIM:606703",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:615284",0
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:600116",0
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:614256",1
"OMIM:614257",1
"OMIM:617391",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:617153",1
"MONDO:0001071",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:615474",1
"OMIM:614896",0
"OMIM:618285",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:617681",1
"MONDO:0005258",1
"OMIM:300895",1
"OMIM:301900",1
"OMIM:256520",1
"OMIM:615338",1
"OMIM:220500",1
"OMIM:614617",0
"OMIM:309800",1
"OMIM:300919",1
"OMIM:615716",1
"OMIM:615760",1
"OMIM:615879",1
"OMIM:615942",1
"OMIM:615979",1
"OMIM:615249",1
"OMIM:615751",1
"OMIM:613559",1
"OMIM:615035",1
"OMIM:616033",1
"OMIM:615574",1
"OMIM:277590",1
"OMIM:615871",1
"OMIM:615846",1
"OMIM:615905",1
"OMIM:615816",1
"OMIM:615877_2",1
"OMIM:615862",1
"OMIM:615859",1
"OMIM:615829",1
"OMIM:615763",1
"OMIM:615761",1
"OMIM:300915",1
"OMIM:300923",1
"OMIM:615802",1
"OMIM:615803",1
"OMIM:300868",1
"OMIM:300818",0
"OMIM:616051",1
"OMIM:615636",1
"OMIM:615833",1
"MONDO:0001071",1
"OMIM:105550",1
"OMIM:108145",1
"OMIM:616831",1
"MONDO:0001071",1
"OMIM:616409",1
"MONDO:0001071",1
"OMIM:611876",0
"OMIM:615866",1
"OMIM:615282",1
"OMIM:616193",1
"OMIM:251300",1
"OMIM:272440",1
"OMIM:616154",1
"OMIM:603671",1
"OMIM:611816",1
"OMIM:616083",1
"OMIM:259050",1
"OMIM:614255",1
"OMIM:614213",0
"MONDO:0700096_1",0
"OMIM:616260",1
"OMIM:185070",1
"OMIM:160565",0
"OMIM:612783",0
"OMIM:616449",1
"OMIM:616211",1
"OMIM:614322",0
"MONDO:0001071",1
"OMIM:616819",1
"OMIM:616346",1
"OMIM:617752",1
"OMIM:616364",1
"MONDO:0005258",1
"OMIM:616351",1
"OMIM:300958_2",1
"OMIM:616158",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:616330",1
"OMIM:617904",1
"MONDO:0100062",1
"MONDO:0100062",1
"MONDO:0005258",1
"MONDO:0005258",1
"OMIM:619243",1
"MONDO:0005258",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0005258",1
"OMIM:618371",1
"MONDO:0001071",1
"OMIM:616239",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:256030",0
"OMIM:616362",1
"OMIM:616901",1
"OMIM:616355",1
"OMIM:616271",1
"OMIM:616339",1
"OMIM:613287",0
"OMIM:616420",1
"MONDO:0005071",1
"OMIM:616341",1
"OMIM:614946",1
"OMIM:616276",1
"OMIM:616263",1
"OMIM:300953",1
"OMIM:614098",1
"OMIM:616269",1
"OMIM:616354",1
"OMIM:135500",1
"OMIM:616455",1
"OMIM:616657",1
"OMIM:616486",1
"OMIM:275900",1
"OMIM:601088",1
"OMIM:213200",1
"OMIM:616366",1
"OMIM:616268",1
"OMIM:600987",1
"OMIM:616459",1
"OMIM:608643",1
"OMIM:159950",1
"OMIM:616266",1
"MONDO:0002254",1
"MONDO:0001071",1
"OMIM:618218",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:225790",1
"MONDO:0001071",1
"OMIM:617118",1
"OMIM:616540",1
"OMIM:608709",0
"OMIM:619326",1
"OMIM:301008",1
"OMIM:300983",1
"OMIM:300982",1
"OMIM:309585",1
"OMIM:300978",1
"OMIM:300984",1
"OMIM:314250",0
"OMIM:300966",1
"MONDO:0001071",1
"MONDO:0002254",1
"MONDO:0020022",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:617026",1
"MONDO:0001071",1
"MONDO:0019056",1
"OMIM:618221",1
"MONDO:0005258",1
"MONDO:0020022",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618890",1
"OMIM:617126",1
"OMIM:616900",1
"MONDO:0001071",1
"OMIM:617822",1
"MONDO:0005071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0005071",1
"OMIM:616370",1
"OMIM:617913",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:616730",1
"MONDO:0001071",1
"MONDO:0005071",1
"MONDO:0002254",1
"OMIM:616817",1
"MONDO:0001071",1
"OMIM:616460",1
"OMIM:616281",1
"OMIM:617169",1
"OMIM:615330",1
"OMIM:605711",1
"OMIM:614299",1
"OMIM:616789",1
"MONDO:0001071",1
"OMIM:607346",1
"OMIM:616399",0
"OMIM:614753",1
"OMIM:602535",1
"OMIM:616579",1
"OMIM:617323",1
"OMIM:614820",1
"OMIM:128235",0
"OMIM:601338",0
"OMIM:616723",1
"MONDO:0005071",1
"OMIM:616580",1
"OMIM:615485",1
"OMIM:616521",1
"OMIM:300963",1
"OMIM:220210",1
"OMIM:614678",1
"OMIM:616801",1
"OMIM:615031",1
"OMIM:616632",1
"OMIM:616577",1
"OMIM:616756",1
"OMIM:616490",1
"OMIM:617157",1
"OMIM:616835",1
"MONDO:0001071",1
"OMIM:614833",1
"OMIM:616719",1
"OMIM:616781",1
"OMIM:616881",1
"OMIM:617171",1
"OMIM:616795",0
"OMIM:616682",1
"OMIM:133701",0
"OMIM:617768",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0100062",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:617393",1
"MONDO:0001071",1
"OMIM:618273",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:610246",0
"OMIM:614487",0
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:616887",1
"OMIM:254800",1
"MONDO:0001071",1
"OMIM:612900",1
"MONDO:0001071",1
"OMIM:614507",1
"OMIM:225753",1
"OMIM:251110",1
"OMIM:208900",1
"OMIM:609924",1
"OMIM:612951",1
"MONDO:0020022",1
"OMIM:616728",1
"OMIM:252930",1
"OMIM:604360",1
"OMIM:601162",0
"OMIM:616603",1
"OMIM:257920",1
"MONDO:0002254",1
"OMIM:616559",1
"OMIM:616564",1
"OMIM:615670",0
"OMIM:616875",1
"OMIM:616828",1
"OMIM:616878",1
"OMIM:614388_1",1
"OMIM:615286",1
"OMIM:617507",1
"OMIM:614924",1
"OMIM:602342",1
"OMIM:618832",1
"OMIM:617763",1
"OMIM:617086",1
"OMIM:616784",1
"OMIM:614499",1
"OMIM:616917",1
"OMIM:616943",1
"OMIM:251270",1
"OMIM:614498",1
"OMIM:616171",1
"OMIM:616335",1
"OMIM:613135",1
"OMIM:616311",1
"OMIM:616645",1
"OMIM:616056",1
"OMIM:616647",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:617435",1
"MONDO:0001071",1
"OMIM:618004",1
"MONDO:0005258",1
"OMIM:616863",1
"MONDO:0020022",1
"MONDO:0020022",1
"MONDO:0020022",1
"OMIM:617762",1
"OMIM:614501",1
"OMIM:609033",1
"OMIM:300968",1
"OMIM:616139",1
"OMIM:613001",0
"OMIM:619061",1
"OMIM:619055",1
"OMIM:618242",1
"OMIM:618238",1
"OMIM:619054",1
"OMIM:618855",1
"OMIM:619059",1
"OMIM:619052",1
"OMIM:619058",1
"OMIM:618246",1
"OMIM:618233",1
"OMIM:618245",1
"OMIM:618241",1
"OMIM:618234",1
"OMIM:618229",1
"OMIM:618243",1
"OMIM:618247",1
"OMIM:614173",1
"OMIM:614465",1
"OMIM:616654",1
"OMIM:614402",1
"OMIM:607932",1
"OMIM:610125_1",1
"OMIM:615992",1
"OMIM:615996",1
"OMIM:615993",1
"OMIM:612952",1
"OMIM:616342",1
"MONDO:0001071",1
"OMIM:616212",1
"OMIM:604321",1
"OMIM:614728",1
"OMIM:615807",1
"OMIM:614851",1
"OMIM:616094",1
"OMIM:616052",0
"OMIM:615287",1
"OMIM:616538",1
"OMIM:613818",1
"OMIM:613612",1
"OMIM:612937",1
"OMIM:614921",1
"OMIM:613489",1
"OMIM:613661",1
"OMIM:614898",1
"OMIM:613162",1
"OMIM:615030",1
"OMIM:616680",1
"OMIM:616586",1
"OMIM:614409",1
"OMIM:616187",1
"OMIM:300967",1
"OMIM:617140",1
"OMIM:241080",1
"OMIM:617107",1
"OMIM:616683",1
"OMIM:617011",1
"OMIM:617028",1
"OMIM:613680",1
"OMIM:617915",1
"OMIM:617051",1
"OMIM:616127",1
"OMIM:617093",1
"OMIM:617137",1
"OMIM:617044",1
"OMIM:616981",1
"OMIM:616954",1
"OMIM:616973",1
"OMIM:206700_2",1
"OMIM:606658",0
"OMIM:117360",1
"OMIM:616975",1
"OMIM:616920",1
"OMIM:613406",1
"OMIM:610442",1
"OMIM:617053",1
"OMIM:610455",0
"OMIM:617020",1
"OMIM:617268",1
"OMIM:617360",1
"OMIM:617062",1
"OMIM:618672",1
"OMIM:301032",1
"OMIM:615583",1
"OMIM:617159",1
"OMIM:618106",1
"OMIM:617982",1
"OMIM:615789",1
"OMIM:611087",1
"OMIM:611523",1
"OMIM:616277",1
"OMIM:243605",1
"OMIM:614702",1
"OMIM:616081",1
"OMIM:615851",1
"OMIM:612389",1
"OMIM:615809",1
"OMIM:615686",0
"OMIM:608027",1
"OMIM:613811",1
"OMIM:277470",1
"OMIM:610204",1
"OMIM:615544",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618479",1
"MONDO:0001071",1
"OMIM:616974",1
"OMIM:617063",1
"OMIM:617054",1
"OMIM:616921",1
"OMIM:616922",0
"MONDO:0002254",1
"OMIM:617166",1
"OMIM:612390",1
"MONDO:0001071",1
"OMIM:617090",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618665",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:617810",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:619470",1
"OMIM:618342",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:605820",0
"OMIM:269921",0
"OMIM:255120",1
"OMIM:617761",1
"OMIM:616300",0
"OMIM:617248",1
"OMIM:610297",0
"OMIM:201470",1
"OMIM:614756",1
"OMIM:613563",1
"OMIM:617506",1
"OMIM:617105",1
"MONDO:0005258",1
"MONDO:0001071",1
"OMIM:619099",1
"MONDO:0001071",1
"OMIM:617276",1
"OMIM:615546",1
"OMIM:616006",1
"OMIM:601390",1
"OMIM:607829",0
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:211380",1
"MONDO:0001071",1
"OMIM:617013",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618454",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618506",1
"OMIM:619083",1
"MONDO:0001071",1
"OMIM:619000",1
"OMIM:618876",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618547",1
"OMIM:618089",1
"MONDO:0001071",1
"OMIM:617755",1
"OMIM:617333",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618205",1
"OMIM:617854",1
"OMIM:614496",0
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:617330",1
"OMIM:608423",1
"OMIM:614980",1
"OMIM:617175",1
"OMIM:618793",1
"MONDO:0001071",1
"OMIM:157800",0
"OMIM:610015",1
"OMIM:617281",1
"OMIM:617146",1
"OMIM:617284",1
"OMIM:617301",1
"OMIM:617255",1
"OMIM:617190",1
"OMIM:617193",1
"OMIM:617207",1
"OMIM:617183_1",1
"OMIM:617183_2",1
"OMIM:617162",1
"OMIM:617188",1
"OMIM:617186",1
"OMIM:617173",1
"OMIM:617182",1
"OMIM:617132",1
"OMIM:617133",0
"OMIM:300986",1
"OMIM:600775",1
"OMIM:617180",0
"OMIM:617816",1
"OMIM:615948",1
"MONDO:0001071",1
"OMIM:617282",1
"OMIM:617184",1
"OMIM:609283",0
"MONDO:0005258",1
"OMIM:614561",1
"OMIM:617406",1
"OMIM:614500_1",0
"MONDO:0001071",1
"OMIM:618863",1
"OMIM:617829",1
"OMIM:618387",1
"OMIM:615418",0
"OMIM:617561",1
"OMIM:617698",1
"OMIM:618329",1
"OMIM:618396",1
"OMIM:607681_1",0
"OMIM:617773",1
"OMIM:615268",1
"OMIM:615440",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:602014",1
"OMIM:617308",1
"OMIM:617308",1
"OMIM:616890",0
"MONDO:0001071",1
"OMIM:274700",1
"MONDO:0005258",1
"MONDO:0001071",1
"MONDO:0005258",1
"OMIM:210710",1
"OMIM:616651",1
"OMIM:616739",1
"OMIM:256850",1
"MONDO:0001071",1
"OMIM:192605",0
"MONDO:0001071",1
"OMIM:617296",1
"OMIM:617787",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0005258",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618885",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618922",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618868",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:618316",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:617983",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:250620",1
"MONDO:0001071",1
"OMIM:618800",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:157600",0
"OMIM:617542",1
"OMIM:617709",1
"OMIM:617710",1
"OMIM:617873",1
"OMIM:600373",1
"OMIM:618437",1
"MONDO:0001071",1
"OMIM:617127",1
"OMIM:617350",1
"OMIM:615377",0
"OMIM:612838_1",0
"OMIM:604233",0
"MONDO:0100062",1
"OMIM:617432",1
"MONDO:0001071",1
"OMIM:617404",1
"OMIM:617516",1
"OMIM:617425",1
"OMIM:617384",1
"OMIM:617339",1
"OMIM:602531",1
"OMIM:617290",1
"OMIM:617604",1
"OMIM:614969",1
"OMIM:618343",1
"OMIM:130050",0
"OMIM:619064",1
"MONDO:0002254",1
"OMIM:617808",1
"OMIM:616721",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:617798",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:614947",1
"OMIM:616777",1
"OMIM:609060",1
"OMIM:615771",1
"OMIM:156610",0
"MONDO:0001071",1
"OMIM:619157",1
"OMIM:251230",0
"OMIM:114300",0
"OMIM:617260",1
"OMIM:617527",1
"OMIM:617532",1
"OMIM:617601",1
"OMIM:617452",1
"OMIM:617481",1
"OMIM:616286",1
"OMIM:616681",1
"MONDO:0020022",1
"OMIM:616505",0
"OMIM:206500",1
"OMIM:614039",1
"OMIM:600638",0
"OMIM:616457",1
"OMIM:617478",1
"OMIM:619063",1
"OMIM:618571",1
"OMIM:612780",1
"MONDO:0005258",1
"OMIM:617595",1
"MONDO:0001071",1
"OMIM:280000",1
"OMIM:617523",1
"MONDO:0005071",1
"OMIM:617114",1
"OMIM:617602",1
"MONDO:0001071",1
"OMIM:617862",1
"OMIM:236500",1
"MONDO:0001071",1
"OMIM:615560",1
"OMIM:615386",1
"OMIM:600224",0
"OMIM:300997",1
"MONDO:0019046",1
"OMIM:617563",1
"OMIM:617562_2",1
"OMIM:617926",1
"OMIM:617927",1
"OMIM:617537",1
"OMIM:617622",1
"OMIM:617616",1
"OMIM:617665",1
"OMIM:617669",1
"OMIM:617672",1
"OMIM:617664",1
"OMIM:617668",1
"OMIM:201750",1
"OMIM:251280",1
"OMIM:617560",1
"OMIM:617389",1
"OMIM:617599",1
"OMIM:617065",1
"OMIM:612949",1
"OMIM:614961",1
"MONDO:0001071",1
"OMIM:237310",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:617695",1
"OMIM:618383",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:600121",1
"OMIM:266100",1
"OMIM:302950",1
"OMIM:615938",1
"OMIM:613805",1
"OMIM:614114",1
"OMIM:616418_1",1
"OMIM:616418_2",1
"OMIM:219730",1
"OMIM:616220",0
"OMIM:612199",1
"OMIM:613398",1
"OMIM:300960",1
"OMIM:302960",0
"OMIM:615715",1
"OMIM:259775",1
"OMIM:245200",1
"OMIM:220120",1
"OMIM:252500",1
"OMIM:252600",1
"OMIM:252605",1
"OMIM:616198",1
"OMIM:233400",1
"OMIM:261515",1
"OMIM:612233",1
"OMIM:605280",0
"OMIM:236680",1
"OMIM:613657",1
"OMIM:611174",1
"OMIM:243500",1
"OMIM:617468",1
"OMIM:602579",1
"OMIM:616834",1
"OMIM:615273",1
"OMIM:257220_1",1
"OMIM:607625",1
"OMIM:613224",1
"MONDO:0005258",1
"OMIM:616541",1
"OMIM:276880",1
"OMIM:258900",1
"OMIM:123100",0
"OMIM:180750",0
"OMIM:101400_1",1
"OMIM:617746",1
"OMIM:212138",1
"OMIM:610505",1
"OMIM:614052",1
"OMIM:608091",1
"OMIM:603194",0
"OMIM:218700",1
"OMIM:614450",1
"OMIM:616172",1
"OMIM:612716_2",1
"OMIM:117650",1
"OMIM:229050",1
"OMIM:617575",1
"OMIM:619166",1
"OMIM:615190_4",1
"OMIM:615190_1",1
"OMIM:608033",1
"OMIM:201000",1
"OMIM:609069",1
"OMIM:615935",0
"OMIM:614023",1
"OMIM:617807",1
"OMIM:617799",1
"OMIM:617804",1
"OMIM:613886",1
"OMIM:617836",1
"OMIM:613861_2",0
"OMIM:617082",1
"OMIM:617831",1
"MONDO:0001071",1
"OMIM:617757",1
"OMIM:617717",1
"OMIM:617711",1
"OMIM:617713",1
"OMIM:617751",1
"OMIM:617691",0
"OMIM:617694",1
"OMIM:618470",1
"OMIM:618067",1
"OMIM:301006",1
"OMIM:615703",1
"MONDO:0002254",1
"OMIM:606893",0
"OMIM:613075",1
"OMIM:617914",1
"OMIM:616258",0
"OMIM:212350",1
"OMIM:614691",0
"OMIM:617771",1
"OMIM:617899",1
"MONDO:0019056",1
"OMIM:185300",1
"OMIM:163000",0
"MONDO:0020022",1
"OMIM:617143",1
"OMIM:158580",0
"MONDO:0001071",1
"OMIM:616732",1
"OMIM:612289",1
"OMIM:617643",1
"MONDO:0001071",1
"MONDO:0001071",1
"OMIM:616794",1
"OMIM:616867",1
"OMIM:211180",1
"OMIM:202650_1",1
"OMIM:605822",1
"OMIM:251120",1
"OMIM:617056",1
