"hpo_id","hpo_name"
"HP:0001812","Hyperconvex fingernails"
"HP:0001840","Metatarsus adductus"
"HP:0006655","Rib segmentation abnormalities"
"HP:0004467","Preauricular pit"
"HP:0004484","Craniofacial asymmetry"
"HP:0003199","Decreased muscle mass"
"HP:0000647","Sclerocornea"
"HP:0002389","Cavum septum pellucidum"
"HP:0003557","Increased variability in muscle fiber diameter"
"HP:0004794","Malrotation of small bowel"
"HP:0010464","Streak ovary"
"HP:0001177","Preaxial hand polydactyly"
"HP:0001171","Split hand"
"HP:0009918","Ectopia pupillae"
"HP:0001362","Calvarial skull defect"
"HP:0003363","Abdominal situs inversus"
"HP:0011423","Hyperchloremia"
"HP:0004918","Hyperchloremic metabolic acidosis"
"HP:0009777","Absent thumb"
"HP:0008242","Pseudohypoaldosteronism"
"HP:0002153","Hyperkalemia"
"HP:0004482","Relative macrocephaly"
"HP:0004422","Biparietal narrowing"
"HP:0006989","Dysplastic corpus callosum"
"HP:0034003","Broad medial eyebrow"
"HP:0000143","Rectovaginal fistula"
"HP:0012389","Appendicular hypotonia"
"HP:0001069","Episodic hyperhidrosis"
"HP:0006737","Extraadrenal pheochromocytoma"
"HP:0006748","Adrenal pheochromocytoma"
"HP:0001548","Overgrowth"
"HP:0040197","Encephalomalacia"
"HP:0008094","Widely spaced toes"
"HP:0004442","Sagittal craniosynostosis"
"HP:0000740","Episodic paroxysmal anxiety"
"HP:0011407","Proportionate tall stature"
"HP:0003639","Elevated urinary epinephrine level"
"HP:0001095","Hypertensive retinopathy"
"HP:0002331","Recurrent paroxysmal headache"
"HP:0025116","Fetal distress"
"HP:0008629","Pulsatile tinnitus"
"HP:0007302","Bipolar affective disorder"
"HP:0002616","Aortic root aneurysm"
"HP:0004684","Talipes valgus"
"HP:0003345","Elevated urinary norepinephrine level"
"HP:0010499","Patellar subluxation"
"HP:0010532","Paroxysmal vertigo"
"HP:0003574","Positive regitine blocking test"
"HP:0100753","Schizophrenia"
"HP:0011979","Elevated urinary dopamine level"
"HP:0012532","Chronic pain"
"HP:0007898","Exudative retinopathy"
"HP:0006587","Straight clavicles"
"HP:0001538","Protuberant abdomen"
"HP:0030002","Nocturnal lagophthalmos"
"HP:0012037","Pectoralis amyotrophy"
"HP:0001334","Communicating hydrocephalus"
"HP:0008959","Distal upper limb muscle weakness"
"HP:0002091","Restrictive ventilatory defect"
"HP:0003376","Steppage gait"
"HP:0011712","Right bundle branch block"
"HP:0100595","Camptocormia"
"HP:0003458","EMG: myopathic abnormalities"
"HP:0002359","Frequent falls"
"HP:0009027","Foot dorsiflexor weakness"
"HP:0030664","Beevor's sign"
"HP:0004469","Chronic bronchitis"
"HP:0040218","Reduced natural killer cell count"
"HP:0000298","Mask-like facies"
"HP:0001195","Single umbilical artery"
"HP:0025162","Severe temper tantrums"
"HP:0001833","Long foot"
"HP:0400004","Long ear"
"HP:0011823","Chin with horizontal crease"
"HP:0001176","Large hands"
"HP:0005469","Flat occiput"
"HP:0001659","Aortic regurgitation"
"HP:0001520","Large for gestational age"
"HP:0011351","Moderate receptive language delay"
"HP:0100541","Femoral hernia"
"HP:0009909","Uplifted earlobe"
"HP:0000074","Ureteropelvic junction obstruction"
"HP:0000308","Microretrognathia"
"HP:0030043","Hip subluxation"
"HP:0000201","Pierre-Robin sequence"
"HP:0005867","4-5 metacarpal synostosis"
"HP:0009094","Cleft lower alveolar ridge"
"HP:0010752","Cleft mandible"
"HP:0004987","Mesomelic leg shortening"
"HP:0100499","Tibial deviation of toes"
"HP:0010487","Small hypothenar eminence"
"HP:0005011","Mesomelic arm shortening"
"HP:0008807","Acetabular dysplasia"
"HP:0008744","Abnormal aryepiglottic fold morphology"
"HP:0008753","Aplasia of the epiglottis"
"HP:0001245","Small thenar eminence"
"HP:0000526","Aniridia"
"HP:0006716","Hereditary nonpolyposis colorectal carcinoma"
"HP:0006740","Transitional cell carcinoma of the bladder"
"HP:0011094","Increased overbite"
"HP:0002891","Uterine leiomyosarcoma"
"HP:0010105","Short first metatarsal"
"HP:0008523","Posterior helix pit"
"HP:0011917","Short 5th toe"
"HP:0012473","Tongue atrophy"
"HP:0007354","Amyotrophic lateral sclerosis"
"HP:0033683","Jaw hyperreflexia"
"HP:0001308","Tongue fasciculations"
"HP:0025425","Laryngospasm"
"HP:0008955","Progressive distal muscular atrophy"
"HP:0003324","Generalized muscle weakness"
"HP:0003487","Babinski sign"
"HP:0031993","Hoffmann sign"
"HP:0012764","Orthopnea"
"HP:0000217","Xerostomia"
"HP:0030196","Fatigable weakness of respiratory muscles"
"HP:0030195","Fatigable weakness of swallowing muscles"
"HP:0000417","Slender nose"
"HP:0012407","Scissor gait"
"HP:0000460","Narrow nose"
"HP:0005328","Progeroid facial appearance"
"HP:0005181","Premature coronary artery atherosclerosis"
"HP:0006519","Alveolar cell carcinoma"
"HP:0001530","Mild postnatal growth retardation"
"HP:0000253","Progressive microcephaly"
"HP:0006380","Knee flexion contracture"
"HP:0000970","Anhidrosis"
"HP:0003278","Square pelvis bone"
"HP:0003224","Increased cellular sensitivity to UV light"
"HP:0040078","Axonal degeneration"
"HP:0011527","Lentiglobus"
"HP:0003138","Increased blood urea nitrogen"
"HP:0004463","Absent brainstem auditory responses"
"HP:0100309","Subdural hemorrhage"
"HP:0003079","Defective DNA repair after ultraviolet radiation damage"
"HP:0000674","Anodontia"
"HP:0000680","Delayed eruption of primary teeth"
"HP:0000613","Photophobia"
"HP:0001097","Keratoconjunctivitis sicca"
"HP:0002343","Normal pressure hydrocephalus"
"HP:0010665","Bilateral coxa valga"
"HP:0008232","Elevated circulating follicle stimulating hormone level"
"HP:0002135","Basal ganglia calcification"
"HP:0003469","Peripheral dysmyelination"
"HP:0008110","Equinovarus deformity"
"HP:0008125","Second metatarsal posteriorly placed"
"HP:0004681","Deep longitudinal plantar crease"
"HP:0007623","Pigmentation anomalies of sun-exposed skin"
"HP:0006313","Widely spaced primary teeth"
"HP:0006334","Hypoplasia of the primary teeth"
"HP:0025455","Decreased CSF 5-hydroxyindolacetic acid concentration"
"HP:0000011","Neurogenic bladder"
"HP:0008839","Hypoplastic pelvis"
"HP:0002461","Cerebellar dentate nucleus calcification"
"HP:0002446","Astrocytosis"
"HP:0008639","Gonadal hypoplasia"
"HP:0008615","Adult onset sensorineural hearing impairment"
"HP:0001271","Polyneuropathy"
"HP:0007346","Subcortical white matter calcifications"
"HP:0002542","Olivopontocerebellar atrophy"
"HP:0002545","Patchy demyelination of subcortical white matter"
"HP:0002506","Diffuse cerebral atrophy"
"HP:0002684","Thickened calvaria"
"HP:0012510","Extra-axial cerebrospinal fluid accumulation"
"HP:0011120","Concave nasal ridge"
"HP:0010761","Broad columella"
"HP:0000657","Oculomotor apraxia"
"HP:0002398","Degeneration of anterior horn cells"
"HP:0004886","Congenital laryngeal stridor"
"HP:0002310","Orofacial dyskinesia"
"HP:0002280","Enlarged cisterna magna"
"HP:0001285","Spastic tetraparesis"
"HP:0001348","Brisk reflexes"
"HP:0007002","Motor axonal neuropathy"
"HP:0002828","Multiple joint contractures"
"HP:0001814","Deep-set nails"
"HP:0001848","Calcaneovalgus deformity"
"HP:0001769","Broad foot"
"HP:0001615","Hoarse cry"
"HP:0002834","Flared femoral metaphysis"
"HP:0001540","Diastasis recti"
"HP:0006387","Wide distal femoral metaphysis"
"HP:0003911","Flared humeral metaphysis"
"HP:0004689","Short fourth metatarsal"
"HP:0002213","Fine hair"
"HP:0007010","Poor fine motor coordination"
"HP:0003066","Limited knee extension"
"HP:0006129","Drumstick terminal phalanges"
"HP:0002678","Skull asymmetry"
"HP:0002465","Poor speech"
"HP:0002546","Incomprehensible speech"
"HP:0000744","Low frustration tolerance"
"HP:0000484","Hyperopic astigmatism"
"HP:0002912","Methylmalonic acidemia"
"HP:0002160","Hyperhomocystinemia"
"HP:0002156","Homocystinuria"
"HP:0012120","Methylmalonic aciduria"
"HP:0005863","Type E brachydactyly"
"HP:0007021","Pain insensitivity"
"HP:0006402","Distal shortening of limbs"
"HP:0005871","Metaphyseal chondrodysplasia"
"HP:0000883","Thin ribs"
"HP:0012789","Hypoplasia of the calcaneus"
"HP:0006208","Metaphyseal cupping of proximal phalanges"
"HP:0006028","Metaphyseal cupping of metacarpals"
"HP:0010620","Malar prominence"
"HP:0001611","Hypernasal speech"
"HP:0006510","Chronic pulmonary obstruction"
"HP:0011496","Corneal neovascularization"
"HP:0001281","Tetany"
"HP:0002691","Platybasia"
"HP:0000113","Polycystic kidney dysplasia"
"HP:0100735","Hypertensive crisis"
"HP:0011127","Perioral eczema"
"HP:4000200","Reduced holocarboxylase synthetase activity in cultured fibroblasts"
"HP:0033111","3-hydroxyisovaleric aciduria"
"HP:0033596","Elevated urinary 3-methylcrotonylglycine level"
"HP:0007766","Optic disc hypoplasia"
"HP:0008000","Decreased corneal reflex"
"HP:0000522","Alacrima"
"HP:0000495","Recurrent corneal erosions"
"HP:0002902","Hyponatremia"
"HP:0000224","Hypogeusia"
"HP:0002821","Neuropathic arthropathy"
"HP:6000993","Pupillary hypersensitivity to parasympathomimetic agents"
"HP:0100820","Glomerulopathy"
"HP:0005947","Decreased sensitivity to hypoxemia"
"HP:0003387","Decreased number of large peripheral myelinated nerve fibers"
"HP:0004891","Recurrent infections due to aspiration"
"HP:0001063","Acrocyanosis"
"HP:0003259","Elevated circulating creatinine concentration"
"HP:0000447","Pear-shaped nose"
"HP:0001533","Slender build"
"HP:0100024","Conspicuously happy disposition"
"HP:0012699","Anomaly of lower limb diaphyses"
"HP:0004283","Narrow palm"
"HP:0008445","Cervical spinal canal stenosis"
"HP:0001054","Numerous nevi"
"HP:0002286","Fair hair"
"HP:0100775","Dural ectasia"
"HP:0006006","Hypotrophy of the small hand muscles"
"HP:0008207","Primary adrenal insufficiency"
"HP:0011822","Broad chin"
"HP:0005164","Dysplastic pulmonary valve"
"HP:0012168","Head-banging"
"HP:0032471","Focal polymicrogyria"
"HP:0011272","Underdeveloped tragus"
"HP:0000395","Prominent antihelix"
"HP:0001544","Prominent umbilicus"
"HP:0012724","Upper eyelid edema"
"HP:0008593","Prominent antitragus"
"HP:0002562","Low-set nipples"
"HP:0025325","Sparse medial eyebrow"
"HP:0006185","Enlarged proximal interphalangeal joints"
"HP:0006342","Peg-shaped maxillary lateral incisors"
"HP:0007678","Lacrimal duct stenosis"
"HP:0002100","Recurrent aspiration pneumonia"
"HP:0011939","3-4 finger cutaneous syndactyly"
"HP:0001847","Long hallux"
"HP:0001644","Dilated cardiomyopathy"
"HP:0030048","Colpocephaly"
"HP:0000269","Prominent occiput"
"HP:0008683","Enlarged labia minora"
"HP:0008823","Inferior pubic ramus hypoplasia"
"HP:0032524","Long thumb"
"HP:0005990","Thyroid hypoplasia"
"HP:0008191","Thyroid agenesis"
"HP:0000592","Blue sclerae"
"HP:0012430","Cerebral white matter hypoplasia"
"HP:0000858","Irregular menstruation"
"HP:0000041","Chordee"
"HP:0012081","Enlarged cerebellum"
"HP:0008231","Macronodular adrenal hyperplasia"
"HP:0008200","Primary hyperparathyroidism"
"HP:0011832","Narrow nasal tip"
"HP:0100754","Mania"
"HP:0011671","Interrupted inferior vena cava with azygous continuation"
"HP:0007074","Thick corpus callosum"
"HP:0010953","Noncommunicating hydrocephalus"
"HP:0025101","Dysgenesis of the hippocampus"
"HP:0012104","Parietal cortical atrophy"
"HP:0410170","Hippocampal atrophy"
"HP:0009185","Contracture of the proximal interphalangeal joint of the 5th finger"
"HP:0008124","Talipes calcaneovarus"
"HP:0007020","Progressive spastic paraplegia"
"HP:0012584","Bilateral renal hypoplasia"
"HP:0001741","Phimosis"
"HP:0031631","Subpleural honeycombing"
"HP:0001667","Right ventricular hypertrophy"
"HP:0005218","Anoperineal fistula"
"HP:0011626","Scimitar anomaly"
"HP:0100272","Branchial sinus"
"HP:0000825","Hyperinsulinemic hypoglycemia"
"HP:0012806","Proboscis"
"HP:0000851","Congenital hypothyroidism"
"HP:0006988","Alobar holoprosencephaly"
"HP:0001998","Neonatal hypoglycemia"
"HP:0000659","Peters anomaly"
"HP:0001973","Autoimmune thrombocytopenia"
"HP:0006870","Lobar holoprosencephaly"
"HP:0009797","Cholesteatoma"
"HP:0011950","Bronchiolitis"
"HP:0033328","Type II pneumocyte hyperplasia"
"HP:0009748","Large earlobe"
"HP:0003316","Butterfly vertebrae"
"HP:0007655","Eversion of lateral third of lower eyelids"
"HP:0025186","Marcus Gunn jaw winking synkinesis"
"HP:0002561","Absent nipple"
"HP:0031087","Absent pubertal growth spurt"
"HP:0032315","Areolar fullness"
"HP:0000081","Duplicated collecting system"
"HP:0000196","Lower lip pit"
"HP:0007933","Broad lateral eyebrow"
"HP:0031623","Brow ptosis"
"HP:0004554","Generalized hypertrichosis"
"HP:0004540","Congenital, generalized hypertrichosis"
"HP:0100581","Dilatation of renal calices"
"HP:0010485","Hyperextensibility at elbow"
"HP:0004780","Elbow hypertrichosis"
"HP:0002361","Psychomotor deterioration"
"HP:0030051","Tip-toe gait"
"HP:0033049","Globus pallidus hypointensity on susceptibility-weighted imaging"
"HP:0002425","Anarthria"
"HP:0002544","Retrocollis"
"HP:0012049","Laryngeal dystonia"
"HP:0031960","Arm dystonia"
"HP:0000408","Progressive sensorineural hearing impairment"
"HP:0005359","Aplasia of the thymus"
"HP:0007925","Lacrimal duct aplasia"
"HP:0006579","Prolonged neonatal jaundice"
"HP:0009796","Branchial cyst"
"HP:0008513","Bilateral conductive hearing impairment"
"HP:0008282","Unconjugated hyperbilirubinemia"
"HP:0008625","Severe sensorineural hearing impairment"
"HP:0005473","Fusion of middle ear ossicles"
"HP:0005278","Hypoplastic nasal tip"
"HP:0001607","Subglottic stenosis"
"HP:0005048","Synostosis of carpal bones"
"HP:0008081","Pes valgus"
"HP:0000941","Short diaphyses"
"HP:0100279","Ulcerative colitis"
"HP:0000912","Sprengel anomaly"
"HP:0011387","Enlarged vestibular aqueduct"
"HP:0008441","Herniation of intervertebral nuclei"
"HP:0009650","Short distal phalanx of the thumb"
"HP:0002578","Gastroparesis"
"HP:0006352","Failure of eruption of permanent teeth"
"HP:0010306","Short thorax"
"HP:0410018","Recurrent ear infections"
"HP:0034187","Clavicular pseudarthrosis"
"HP:0005421","Decreased circulating complement C3 concentration"
"HP:0030217","Limb apraxia"
"HP:0030215","Inappropriate crying"
"HP:0011188","Focal EEG discharges with secondary generalization"
"HP:0031473","Anger"
"HP:0005184","Prolonged QTc interval"
"HP:0007824","Total ophthalmoplegia"
"HP:0002876","Episodic tachypnea"
"HP:0002882","Sudden episodic apnea"
"HP:0033040","Anti-Sm antibody positivity"
"HP:0033028","Anti-U1 ribonucleoprotein antibody positivity"
"HP:0045084","Limb myoclonus"
"HP:0030880","Raynaud phenomenon"
"HP:0005764","Polyarticular arthritis"
"HP:0000721","Lack of spontaneous play"
"HP:0000723","Restrictive behavior"
"HP:0000713","Agitation"
"HP:0000732","Inflexible adherence to routines"
"HP:0031793","Increased serum leptin"
"HP:0034093","Anti-Ro52/TRIM21 antibody positivity"
"HP:0034096","Anti-phosphatidic acid antibody positivity"
"HP:0034076","Anti-ribosome Po antibody positivity"
"HP:0034077","Anti-complement component C1q antibody positivity"
"HP:0006801","Hyperactive deep tendon reflexes"
"HP:0020151","Anti-dsDNA antibody positivity"
"HP:0007110","Central hypoventilation"
"HP:0001082","Cholecystitis"
"HP:0002333","Motor deterioration"
"HP:0002371","Loss of speech"
"HP:0007064","Progressive language deterioration"
"HP:5000038","Anti-titin antibody positivity"
"HP:0003542","Increased circulating pyruvate concentration"
"HP:0100703","Tongue thrusting"
"HP:0010521","Gait apraxia"
"HP:0002067","Bradykinesia"
"HP:0032588","Hand apraxia"
"HP:0025403","Stooped posture"
"HP:0033850","Coldness"
"HP:0000155","Oral ulcer"
"HP:0025430","High-pitched cry"
"HP:0002490","Increased CSF lactate"
"HP:0032235","Anti-La/SS-B antibody positivity"
"HP:0033556","Anti-nucleoporin 62 antibody positivity"
"HP:0008762","Repetitive compulsive behavior"
"HP:0007417","Discoid lupus rash"
"HP:0002510","Spastic tetraplegia"
"HP:0025387","Pill-rolling tremor"
"HP:0033834","Malaise"
"HP:0025300","Malar rash"
"HP:0012811","Wide nasal ridge"
"HP:0031627","Globus pallidus calcification"
"HP:0008948","Proximal upper limb amyotrophy"
"HP:0007229","Intracerebral periventricular calcifications"
"HP:0001890","Autoimmune hemolytic anemia"
"HP:0005425","Recurrent sinopulmonary infections"
"HP:0002961","Dysgammaglobulinemia"
"HP:0000265","Mastoiditis"
"HP:0100515","Pollakisuria"
"HP:0008209","Premature ovarian insufficiency"
"HP:0005528","Bone marrow hypocellularity"
"HP:0001915","Aplastic anemia"
"HP:0005602","Progressive vitiligo"
"HP:0005565","Reduced renal corticomedullary differentiation"
"HP:0004785","Malrotation of colon"
"HP:0002036","Hiatus hernia"
"HP:0008743","Coronal hypospadias"
"HP:0003997","Hypoplastic radial head"
"HP:0030357","Small cell lung carcinoma"
"HP:0006466","Ankle flexion contracture"
"HP:0012801","Narrow jaw"
"HP:0012771","Increased arm span"
"HP:0005617","Bilateral camptodactyly"
"HP:0004768","Sparse anterior scalp hair"
"HP:0010493","Long metacarpals"
"HP:0002442","Dyscalculia"
"HP:0010957","Congenital posterior urethral valve"
"HP:0009931","Enlarged naris"
"HP:0032447","Pulmonary bleb"
"HP:0001771","Achilles tendon contracture"
"HP:0009891","Underdeveloped supraorbital ridges"
"HP:0025435","Increased circulating lactate dehydrogenase concentration"
"HP:0030037","Bifid ureter"
"HP:0007795","Anterior cortical cataract"
"HP:0002085","Occipital encephalocele"
"HP:0033542","Bronchial wall thickening"
"HP:0001704","Tricuspid valve prolapse"
"HP:0005302","Carotid artery tortuosity"
"HP:0003502","Mild short stature"
"HP:0005659","Thoracic kyphoscoliosis"
"HP:0030676","Satyr ear"
"HP:0002928","Decreased activity of the pyruvate dehydrogenase complex"
"HP:0003648","Lacticaciduria"
"HP:0008358","Hyperprolinemia"
"HP:0040328","Focal hyperintensity of cerebral white matter on MRI"
"HP:0003348","Hyperalaninemia"
"HP:0008751","Laryngeal cleft"
"HP:0002378","Hand tremor"
"HP:0002933","Ventral hernia"
"HP:0025573","Mild myopia"
"HP:0012803","Anisometropia"
"HP:0008434","Hypoplastic cervical vertebrae"
"HP:0002173","Hypoglycemic seizures"
"HP:0008619","Bilateral sensorineural hearing impairment"
"HP:0002515","Waddling gait"
"HP:0001786","Narrow foot"
"HP:0009640","Synostosis of the proximal phalanx of the thumb with the 1st metacarpal"
"HP:0100307","Cerebellar hemisphere hypoplasia"
"HP:0002268","Paroxysmal dystonia"
"HP:0011107","Recurrent aphthous stomatitis"
"HP:0009933","Narrow naris"
"HP:0005989","Redundant neck skin"
"HP:0000620","Dacryocystitis"
"HP:0003065","Patellar hypoplasia"
"HP:0000852","Pseudohypoparathyroidism"
"HP:3000038","Abnormal cricoid cartilage morphology"
"HP:0012487","Cerebellopontine angle arachnoid cyst"
"HP:0000300","Oval face"
"HP:0001674","Complete atrioventricular canal defect"
"HP:0005176","Dysplastic aortic valve"
"HP:0011067","Mesiodens"
"HP:0003097","Short femur"
"HP:0011406","Infancy onset short-trunk short stature"
"HP:0011332","Hemifacial hypoplasia"
"HP:0004220","Short middle phalanx of the 5th finger"
"HP:0008467","Thoracic hemivertebrae"
"HP:0003835","Shoulder subluxation"
"HP:0025481","Cervical hemivertebrae"
"HP:0007687","Unilateral ptosis"
"HP:0007633","Bilateral microphthalmos"
"HP:0011755","Ectopic posterior pituitary"
"HP:0000220","Velopharyngeal insufficiency"
"HP:0003124","Hypercholesterolemia"
"HP:0012689","Abnormal pineal melatonin secretion"
"HP:5200360","Short REM sleep"
"HP:0031849","Sleep-wake inversion"
"HP:0032041","Vocal cord polyp"
"HP:0032509","Onychotillomania"
"HP:0032508","Polyembolokoilamania"
"HP:0032521","Self hugging"
"HP:0005193","Restricted large joint movement"
"HP:0001141","Severely reduced visual acuity"
"HP:0100962","Excessive shyness"
"HP:0001598","Concave nail"
"HP:0011109","Chronic sinusitis"
"HP:0002850","Decreased circulating total IgM"
"HP:0012768","Neonatal asphyxia"
"HP:0007057","Poor hand-eye coordination"
"HP:0008940","Generalized lymphadenopathy"
"HP:0006692","Short chordae tendineae of the tricuspid valve"
"HP:0002868","Narrow iliac wing"
"HP:0010309","Bifid sternum"
"HP:0011580","Short chordae tendineae of the mitral valve"
"HP:0430043","Thoracic lordosis"
"HP:0009746","Thick nasal septum"
"HP:0002208","Coarse hair"
"HP:0000139","Uterine prolapse"
"HP:0002711","Exaggerated median tongue furrow"
"HP:0012428","Prominent calcaneus"
"HP:0006390","Anterior tibial bowing"
"HP:0002608","Celiac disease"
"HP:0007429","Few cafe-au-lait spots"
"HP:0011150","Myoclonic absence seizure"
"HP:0031535","Increased theta frequency activity in EEG"
"HP:0010848","EEG with spike-wave complexes (2.5-3.5 Hz)"
"HP:0005490","Postnatal macrocephaly"
"HP:0004233","Advanced ossification of carpal bones"
"HP:0001894","Thrombocytosis"
"HP:0011447","Hyposegmentation of neutrophil nuclei"
"HP:0005513","Increased megakaryocyte count"
"HP:0004828","Refractory anemia with ringed sideroblasts"
"HP:0200143","Megaloblastic erythroid hyperplasia"
"HP:0012136","Dysplastic granulopoesis"
"HP:0000586","Shallow orbits"
"HP:0001808","Fragile nails"
"HP:0030260","Microphallus"
"HP:0000454","Flared nostrils"
"HP:0000391","Thickened helices"
"HP:0009275","Contracture of the distal interphalangeal joint of the 4th finger"
"HP:0012741","Unilateral cryptorchidism"
"HP:0010747","Medial flaring of the eyebrow"
"HP:0009795","Branchial fistula"
"HP:0032077","Male urethral meatus stenosis"
"HP:0430028","Hyperplasia of the maxilla"
"HP:0032059","Mild malformation of cortical development"
"HP:0002475","Myelomeningocele"
"HP:0009916","Anisocoria"
"HP:0040262","Glue ear"
"HP:0000418","Narrow nasal ridge"
"HP:0007946","Unilateral narrow palpebral fissure"
"HP:0000200","Short lingual frenulum"
"HP:0100040","Broad 2nd toe"
"HP:0000607","Periorbital wrinkles"
"HP:0002223","Absent eyebrow"
"HP:0011560","Mitral atresia"
"HP:0034402","Rhabdoid tumor of the kidney"
"HP:0034401","Atypical teratoid/rhabdoid tumor"
"HP:0030392","Choroid plexus carcinoma"
"HP:0001621","Weak voice"
"HP:0009593","Peripheral schwannoma"
"HP:0009589","Bilateral vestibular schwannoma"
"HP:0000131","Uterine leiomyoma"
"HP:0025195","Central diaphragmatic hernia"
"HP:0410275","Lumbosacral hemangioma"
"HP:0033748","Hypoesthesia"
"HP:0000705","Amelogenesis imperfecta"
"HP:0002041","Intractable diarrhea"
"HP:0032434","Delayed umbilical cord separation"
"HP:0032435","Neonatal omphalitis"
"HP:0001810","Dystrophic toenail"
"HP:0004523","Long eyebrows"
"HP:0000892","Bifid ribs"
"HP:0001107","Ocular albinism"
"HP:0010047","Short 5th metacarpal"
"HP:0012538","Gluten intolerance"
"HP:0030424","Epididymal cyst"
"HP:0011599","Mesocardia"
"HP:0012871","Varicocele"
"HP:0000914","Shield chest"
"HP:0011300","Broad fingertip"
"HP:0003879","Humeral pseudarthrosis"
"HP:0009577","Short middle phalanx of the 2nd finger"
"HP:0100890","Cyst of the ductus choledochus"
"HP:0011971","Dermatographic urticaria"
"HP:0012799","Unilateral facial palsy"
"HP:0032895","Febrile seizure outside the age of 3 months to 6 years"
"HP:4000076","Use of another person's body to communicate"
"HP:0003517","Birth length greater than 97th percentile"
"HP:0006511","Laryngeal stridor"
"HP:0008468","Abnormal sacral segmentation"
"HP:0008472","Prominent protruding coccyx"
"HP:0007158","Progressive extrapyramidal muscular rigidity"
"HP:0009894","Thickened ears"
"HP:0002548","Parkinsonism with favorable response to dopaminergic medication"
"HP:0031162","Impaired oropharyngeal swallow response"
"HP:0001304","Torsion dystonia"
"HP:0004696","Talipes cavus equinovarus"
"HP:0100797","Toenail dysplasia"
"HP:0012412","Premature adrenarche"
"HP:0034373","External tibial torsion"
"HP:0001060","Axillary pterygium"
"HP:0200012","Short corpus callosum"
"HP:0011341","Long upper lip"
"HP:0032276","Prominent subcalcaneal fat pad"
"HP:0100853","Hypoplastic areola"
"HP:0007552","Abnormal subcutaneous fat tissue distribution"
"HP:0002708","Prominent median palatal raphe"
"HP:0002265","Large fleshy ears"
"HP:0005780","Absent fourth finger distal interphalangeal crease"
"HP:0008755","Laryngotracheomalacia"
"HP:0007366","Atrophy/Degeneration affecting the brainstem"
"HP:0100838","Recurrent cutaneous abscess formation"
"HP:0007509","Patchy hypo- and hyperpigmentation"
"HP:0011913","Lumbar hypertrichosis"
"HP:0005590","Spotty hypopigmentation"
"HP:0003265","Neonatal hyperbilirubinemia"
"HP:0033258","Sudden unexpected death in epilepsy"
"HP:0030223","Perseverative thought"
"HP:0010536","Central sleep apnea"
"HP:0007082","Dilated third ventricle"
"HP:0100297","Increased endomysial connective tissue"
"HP:0006999","Basal ganglia gliosis"
"HP:0006850","Hypoplasia of the ventral pons"
"HP:0007141","Sensorimotor neuropathy"
"HP:0003390","Sensory axonal neuropathy"
"HP:0004878","Intercostal muscle weakness"
"HP:0200147","Neuronal loss in basal ganglia"
"HP:0012076","Borderline personality disorder"
"HP:0010800","Absent cupid's bow"
"HP:0009907","Attached earlobe"
"HP:0009899","Prominent crus of helix"
"HP:0000112","Nephropathy"
"HP:0010316","Ebstein anomaly of the tricuspid valve"
"HP:0011311","Sydney crease"
"HP:0001958","Nonketotic hypoglycemia"
"HP:0031834","Aortopulmonary collateral arteries"
"HP:0007159","Fluctuations in consciousness"
"HP:0012051","Reactive hypoglycemia"
"HP:0008283","Fasting hyperinsulinemia"
"HP:0033737","Grade III vesicoureteral reflux"
"HP:0002267","Exaggerated startle response"
"HP:0031923","Hematocolpos"
"HP:0030011","Imperforate hymen"
"HP:0001737","Pancreatic cysts"
"HP:0003067","Madelung deformity"
"HP:0002046","Heat intolerance"
"HP:0007153","Progressive extrapyramidal movement disorder"
"HP:0031624","Moderate myopia"
"HP:0034185","Median pseudocleft lip"
"HP:0005564","Absence of renal corticomedullary differentiation"
"HP:0012583","Unilateral renal hypoplasia"
"HP:0031717","Alternating exotropia"
"HP:0010877","Monocular strabismus"
"HP:0002212","Curly hair"
"HP:0011318","Bicoronal synostosis"
